log2FoldChange	locus_tag	geneID	product	Operon	max_L2FC_per_operon	L2FC_SQvsLac	L2FC_SQvsLac_AbsDiff	L2FC_NissleVsK12	L2FC_NissleVsK12_AbsDiff	KEGG_PATHWAY	Function_COG	predicted_function2	identity_sq	product_otherSQ	protein_id_otherSQ	org_name_otherSQ	baseMean	lfcSE	stat	pvalue	padj	locus_tag_k12	identity_mmseqs2_nt	midpoint	COGgene	PosLeft	postRight	Strand	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	PUBMED_ID	GENERIF_SUMMARY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	Category_COG
1.8488273520231	K8943_RS18850	rdgC	recombination-associated protein RdgC	1937.0	1.8488273520231	specific		specific			[L] DNA recombination-dependent growth factor C 						21.7546680669334	0.57429388485758	3.21930530825971	0.0012850158824521	0.0063227637077201	b0393	0.984	3969064.0	COG2974	3968609	3969520	-	IPR007476:Putative exonuclease, RdgC,	KW-0233~DNA recombination,			8807285,9278503,10368163,10655207,10655208,12554673,15923011,16377615,16397293,16606699,16738553,17308310,18304323,20525790,21873635,	10368163:N-terminus verified by Edman degradation on complete protein,15923011:imaging of complexes of RdgC with both linear and supercoiled circular plasmid DNA using atomic force microscopy,16377615:RdgC inhibits RecA in Escherichia coli,20525790:A model is proposed to explain how RdgC loads onto DNA.,	GO:0000018~regulation of DNA recombination,GO:0006310~DNA recombination,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0009295~nucleoid,GO:0043590~bacterial nucleoid,	GO:0003690~double-stranded DNA binding,GO:0003697~single-stranded DNA binding,	Replication, recombination and repair [L]
1.84895972961028	K8943_RS08970	ygiW	OB fold stress tolerance protein YgiW	928.0	1.84895972961028	specific		similar	1.103797192858841		[S] Uncharacterized conserved protein   						16.4705025378234	0.701442509070151	2.6359390908049	0.0083904791047236	0.0330363788507803	b3024	0.977	1906236.0	COG3111	1906040	1906432	-	IPR005220:Viral OB-fold, YgiW,IPR016052:Bacteriophage 933W, L0136,				9278503,9298646,11574054,15121896,15178340,16352602,16397293,16738553,18388495,19919618,	9298646:N-terminus verified by Edman degradation on mature peptide,	GO:0044011~single-species biofilm formation on inanimate substrate,GO:0070301~cellular response to hydrogen peroxide,GO:0071276~cellular response to cadmium ion,	GO:0030288~outer membrane-bounded periplasmic space,GO:0042597~periplasmic space,		Function unknown [S]
1.85710258720438	K8943_RS07070	ygcN	FAD-dependent oxidoreductase	734.0	1.85710258720438	specific		specific			[C] Dehydrogenases (flavoproteins)    						12.5324552186026	0.719362451079258	2.58159511164112	0.0098344888203151	0.0379033258338996	b2766	0.958	1490646.0	COG0644	1490010	1491281	+	IPR006076:FAD dependent oxidoreductase,		KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,	9278503,12429059,16397293,16738553,32127419,			GO:0005886~plasma membrane,	GO:0016491~oxidoreductase activity,	Energy production and conversion [C]
1.86325299977732	K8943_RS15455	fklB	FKBP-type peptidyl-prolyl cis-trans isomerase	1553.0	1.86325299977732	specific		opposite	2.832837801379752		[O] FKBP-type peptidyl-prolyl cis-trans isomerases 1 						181.353217392008	0.216625098434577	8.60127941425977	7.88322990128772e-18	1.33066001018958e-16	b4207	0.975	3256533.0	COG0545	3256223	3256843	+	IPR000774:Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal,IPR001179:Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain,			KW-0413~Isomerase,KW-0697~Rotamase,	7610040,8703024,9278503,9298646,15004283,15911532,16397293,16738553,16849790,16858726,17366475,18304323,21873635,22989269,24561554,	9298646:N-terminus verified by Edman degradation on mature peptide,	GO:0000413~protein peptidyl-prolyl isomerization,GO:0006457~protein folding,GO:0042026~protein refolding,GO:0061077~chaperone-mediated protein folding,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0042597~periplasmic space,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005528~FK506 binding,GO:0016853~isomerase activity,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,	Posttranslational modification, protein turnover, chaperones [O]
1.86430369870772	K8943_RS21270	mepK	YcbK family protein	2195.0	1.86430369870772	specific		opposite	3.0116674098574		[S] Uncharacterized protein conserved in bacteria 						127.148209753773	0.24931449636607	7.47771880849783	7.56237900220405e-14	1.08552889141874e-12	b0926	0.989	4484917.0	COG3108	4484643	4485191	+	IPR006311:Twin-arginine translocation pathway, signal sequence,IPR009045:Hedgehog signalling/DD-peptidase zinc-binding domain,IPR010275:Protein of unknown function DUF882,				9278503,11574054,12367533,12721369,14560665,15802249,15817387,16381862,16397293,16445746,16738553,17218314,		GO:0009254~peptidoglycan turnover,	GO:0030288~outer membrane-bounded periplasmic space,	GO:0004175~endopeptidase activity,	Function unknown [S]
1.73088599678937	K8943_RS21275	gloC	hydroxyacylglutathione hydrolase GloC	2195.0	1.86430369870772	specific		opposite	3.07742713752892	eco00620:Pyruvate metabolism,eco01100:Metabolic pathways,	[R] Zn-dependent hydrolases, including glyoxylases  						133.645005637467	0.247118508897051	7.00427501167244	2.48268028292169e-12	3.1649833257106594e-11	b0927	0.987	4485542.0	COG0491	4485218	4485865	+	IPR001279:Beta-lactamase-like,	KW-0216~Detoxification,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,	9278503,11574054,15911532,16397293,16738553,18304323,24561554,25670698,	25670698:YcbL, now designated as gloC/GlxII-2, is a type II glyoxylase.,25670698:findings show that YcbL (gloC/GlxII-2) acts as an accessory type II glyoxylase in E. coli; the two isoenzymes have additive effects and ensure maximal methylglyoxal degradation,	GO:0009636~response to toxic substance,GO:0019243~methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,	GO:0005829~cytosol,	GO:0004416~hydroxyacylglutathione hydrolase activity,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	General function prediction only [R]
1.87251284899886	K8943_RS06595	ygaC	DUF2002 family protein	696.0	1.87251284899886	specific		specific									11.9877779389886	0.755087898504458	2.47986075887005	0.013143369722201	0.0486011419950759	b2671	0.973	1402200.0		1402028	1402372	-	IPR018994:Protein of unknown function DUF2002,				7961433,9278503,11101675,11574054,16397293,16738553,18302792,					
1.88036769678723	K8943_RS00335	adhP	alcohol dehydrogenase AdhP	46.0	1.88036769678723	specific		similar	0.8083365865832199	eco00010:Glycolysis / Gluconeogenesis,eco00071:Fatty acid degradation,eco00350:Tyrosine metabolism,eco00620:Pyruvate metabolism,eco00625:Chloroalkane and chloroalkene degradation,eco00626:Naphthalene degradation,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01120:Microbial metabolism in diverse environments,eco01220:Degradation of aromatic compounds,	[R] Zn-dependent alcohol dehydrogenases   						240.517881894	0.220552267572756	8.5257237093105	1.51857343166061e-17	2.52818206933086e-16	b1478	0.961	69452.0	COG1064	68947	69957	-	IPR002328:Alcohol dehydrogenase, zinc-type, conserved site,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR020843:Polyketide synthase, enoylreductase,		KW-0479~Metal-binding,KW-0520~NAD,KW-0862~Zinc,	KW-0560~Oxidoreductase,	2158980,9278503,10406936,11967071,15808744,16397293,16738553,17222132,21873635,23832197,		GO:0006974~cellular response to DNA damage stimulus,GO:0045471~response to ethanol,GO:0046187~acetaldehyde catabolic process,		GO:0004022~alcohol dehydrogenase (NAD) activity,GO:0008270~zinc ion binding,GO:0016491~oxidoreductase activity,GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,GO:0018455~alcohol dehydrogenase [NAD(P)+] activity,GO:0046872~metal ion binding,	General function prediction only [R]
1.88574300787629	K8943_RS10955	malT	HTH-type transcriptional regulator MalT	1095.0	1.88574300787629	similar	1.320640355488532	similar	0.44608504865736		[K] ATP-dependent transcriptional regulator   	Hpf_regulator	48.98	regulatory LuxR family protein	PXW36759.1	Klebsiella oxytoca str. 67	280.555097753769	0.188216351564458	10.0190179663029	1.25746128672514e-23	2.92019353592348e-22	b3418	0.972	2289668.0	COG2909	2288316	2291021	+	IPR000792:Transcription regulator LuxR, C-terminal,IPR011990:Tetratricopeptide-like helical,IPR016032:Signal transduction response regulator, C-terminal effector,IPR023768:Transcriptional regulator HTH-type, MalT,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0119~Carbohydrate metabolism,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0010~Activator,KW-0238~DNA-binding,	118263,778586,1544897,1666689,1918057,2180908,2423504,2524384,2538630,2664421,2693596,3015733,3049541,4587612,4940111,4943758,6259122,6283313,6315676,6321442,6325162,6458595,6993855,6998971,7040340,7830577,8227007,8248202,8809174,8895588,8952481,9278503,9484893,9529892,9822819,9829919,10361281,10510236,10559195,10692154,10698925,10973069,11209048,11544231,11709169,11709552,11867639,11931562,12003949,12180984,12368244,12374803,12627170,15180985,15491603,15690043,15733913,16321936,16397293,16702438,16738553,17964259,18473943,19028900,19217388,19502392,20545845,20693326,22157000,22715926,24561554,25740650,26635367,	15733913:Data suggest that the MalT/MalK interaction might involve two distinct contact sites on each partner.,17964259:ATPase activity of malT is not essential for downstream signaling but plays a key role in the integration of regulatory signals.,19028900:Overexpression of glk leads to a reduction in mal gene expression and interpret of this repression is a direct interaction of Glk with MalT concomitant with MalT inhibition.,19502392:Data report that cells lacking OmpR and harboring constitutively active MalT undergo premature death that involves increased expression of the outer membrane porin LamB.,20545845:The inducer maltotriose binds in the central cavity of the tetratricopeptide-like sensor domain of MalT.,20693326:Substitutions of R171 impaired both ATP hydrolysis and multimerization, which is consistent with an arginine finger function and provides further evidence that ATP hydrolysis is primarily catalyzed by MalT multimers.,22715926:The molecular entity that interacts with MalT is not free MalK, but the maltose transporter, MalFGK(2) , which sequesters MalT to the membrane.,25740650:pinpointed the NOD-arm interface of the MalT STAND transcription factor, and generated a MalT variant in which this interface can be covalently locked on demand, thereby trapping the NOD in the closed state,	GO:0005975~carbohydrate metabolic process,GO:0006355~regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045913~positive regulation of carbohydrate metabolic process,		GO:0000166~nucleotide binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0042802~identical protein binding,GO:0048031~trisaccharide binding,	Transcription [K]
1.89978088500775	K8943_RS19250	adk	adenylate kinase	1984.0	1.89978088500775	specific		opposite	3.0054241994519497	eco00230:Purine metabolism,eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01232:Nucleotide metabolism,eco01240:Biosynthesis of cofactors,	[F] Adenylate kinase and related kinases 						112.206352611071	0.265768601581046	7.14825180140181	8.78899852465023e-13	1.1526866410386598e-11	b0474	0.978	4056892.0	COG0563	4056570	4057214	+	IPR000850:Adenylate kinase,IPR006259:Adenylate kinase subfamily,IPR007862:Adenylate kinase, active site lid domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0545~Nucleotide biosynthesis,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,	166976,231655,377019,1548697,1748642,1991031,2017434,2040598,2051480,2223775,2223776,2223777,2241944,2542263,2551346,2551784,2832615,2836418,2844237,2845103,2997739,3016722,3027060,3029084,3299380,3527873,4243860,4570468,4910856,6086608,6243627,6259132,6277367,6290847,6311616,6313692,7815090,7937733,8429559,8451239,8634252,8639589,8650159,8727320,8805521,8898112,8955362,9056261,9278503,9298646,9600841,9668094,9668095,10070751,10491122,10736162,10736163,10821651,10828981,11106368,11724585,11779236,12009888,12126631,12236801,15362104,15382240,15521058,15690043,15852340,15911532,15941717,16098987,16139299,16297370,16302237,16397293,16738553,16738554,16771428,16800615,17187058,17217965,17272300,17299745,17309111,18026087,18075575,18215312,18304323,18682219,19013178,19029291,19159290,19219996,19507242,19527659,19673471,19805185,20471396,21873635,22898349,23936827,24561554,24787383,28634232,28767234,29239025,	15382240:The dynamics of adenylate kinase of Escherichia coli, and its complex with the inhibitor AP(5)A, are characterized,15521058:Simulation supports the hypothesis that hydrogen bonds between AMP's adenine and the protein are at the origin of the high nucleoside monophosphate (NMP) specificity of adenylate kinase,16098987:AK molecules undergo fast collapse to an ensemble of compact structures where the local environment of surface probes seems to be native-like but the two labeled secondary structure elements remain unfolded.,16139299:Data describe the plastic network model, used to generate a conformational change pathway for Escherichia coli adenylate kinase based on two crystal structures, namely that of an open and a closed conformer.,16302237:Adenylate kinase from E coli have two highly flexible domains which close over bound substrates.,17299745:for adenylate kinase, the change in the number of interdomain contacting atoms upon closure showed a considerable increase, suggesting that adk undergoes closure through a hinge mechanism,18682219:Results describe the atomistic mechanism of conformational transition in adenylate kinase.,19219996:Results show that the flexible subdomains of adk fold into their native structure in a noncooperative manner with respect to the CORE subdomain.,19805185:Results demonstrate that the conformational ensemble of adenylate kinase is significantly populated by a locally unfolded state and that the excited-state can be manipulated through mutation, independent of perturbations of the ground-state structures.,20471396:In Cartesian space, LID domain closure precedes NMP domain closure in the bound simulation, consistent with prior coarse-grained models of the adenylate kinase conformational transition.,22898349:fast subdomain folding prior to global refolding transition of adenylate kinase; applied double kinetics method to test the hypothesis that specific short native-like intramolecular distances between residues separated by long chain segments in a globular protein can be formed in the collapsed state, prior to the cooperative folding transition,23936827:As both open and closed states sampled a wide range of conformation transitions, our simulation strongly supported the conformational selection mechanism for Escherichia coli ADK.,24787383:Fast closure of N-terminal long loops but slow formation of beta strands precedes the folding transition state of Escherichia coli adenylate kinase.,28767234:These results are consistent with an induced-fit model in which the transition of AdK from an open state to a closed state is initiated by ATP binding.,29239025:Adenylate kinase (ADK) conformations segregate naturally into open; intermediate; and closed forms with long-term residence in the intermediate state.,3027060,8650159,9298646,9600841:N-terminus verified by Edman degradation on complete protein,	GO:0006139~nucleobase-containing compound metabolic process,GO:0006172~ADP biosynthetic process,GO:0009123~nucleoside monophosphate metabolic process,GO:0009132~nucleoside diphosphate metabolic process,GO:0009165~nucleotide biosynthetic process,GO:0015951~purine ribonucleotide interconversion,GO:0016310~phosphorylation,GO:0044209~AMP salvage,GO:0046940~nucleoside monophosphate phosphorylation,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0004017~adenylate kinase activity,GO:0004550~nucleoside diphosphate kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016208~AMP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0016776~phosphotransferase activity, phosphate group as acceptor,GO:0019205~nucleobase-containing compound kinase activity,	Nucleotide transport and metabolism [F]
1.90893854896854	K8943_RS15560	fbp	class 1 fructose-bisphosphatase	1569.0	1.90893854896854	specific		specific		eco00010:Glycolysis / Gluconeogenesis,eco00030:Pentose phosphate pathway,eco00051:Fructose and mannose metabolism,eco00680:Methane metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,	[G] Fructose-1,6-bisphosphatase     						128.519859005195	0.259953818727118	7.34337567463248	2.08272861596776e-13	2.84405563064361e-12	b4232	0.986	3282327.0	COG0158	3281828	3282826	-	IPR000146:Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase,IPR020548:Fructose-1,6-bisphosphatase, active site,	KW-0119~Carbohydrate metabolism,	KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0021~Allosteric enzyme,KW-0378~Hydrolase,	2834694,2843822,3006063,3008716,4284917,4290578,6312898,6324777,6327623,7610040,9278503,11825604,15767255,15806547,15911532,16397293,16670087,16738553,17187058,17314096,17567577,17933867,18304323,19073594,21873635,	15767255:conformational changes in two helices due to the binding of AMP,16670087:suggest a new mechanism of regulation in the FBPase enzyme family: anionic ligands, most likely phosphoenolpyruvate, bind to allosteric activator sites, which in turn stabilize a tetramer and a polypeptide fold that obstructs AMP binding,17314096:analysis of activated fructose-1,6-bisphosphatase from Escherichia coli shows a mechanism of feed-forward activation in bacterial central metabolism,17567577:analysis of inhibited fructose-1,6-bisphosphatase from Escherichia coli,	GO:0005975~carbohydrate metabolic process,GO:0005986~sucrose biosynthetic process,GO:0006000~fructose metabolic process,GO:0006002~fructose 6-phosphate metabolic process,GO:0006094~gluconeogenesis,GO:0008152~metabolic process,GO:0016051~carbohydrate biosynthetic process,GO:0030388~fructose 1,6-bisphosphate metabolic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0032991~macromolecular complex,	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0003824~catalytic activity,GO:0016787~hydrolase activity,GO:0016791~phosphatase activity,GO:0042132~fructose 1,6-bisphosphate 1-phosphatase activity,GO:0042578~phosphoric ester hydrolase activity,GO:0042802~identical protein binding,GO:0046872~metal ion binding,	Carbohydrate transport and metabolism [G]
1.90948289956802	K8943_RS04405	mepS	bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase	483.0	1.90948289956802	specific		opposite	4.78699247443625		[M] Cell wall-associated hydrolases (invasion-associated proteins) 						204.100842803069	0.220746041578564	8.65013427155129	5.14388726311262e-18	8.80498261094301e-17	b2175	0.991	921537.0	COG0791	921254	921820	+	IPR000064:Endopeptidase, NLPC/P60 domain,	KW-0961~Cell wall biogenesis/degradation,KW-9998~Cell wall biogenesis/degradation,		KW-0378~Hydrolase,KW-0645~Protease,KW-0788~Thiol protease,	9097040,9158724,9278503,12620121,12876315,15047720,15126489,15174130,16381862,16397293,16738553,18715016,23062283,24443528,26283368,32009249,32866331,	18715016:The solution NMR structure of the C-terminal NlpC/P60 domain of E. coli Spr described here reveals that the protein adopts a papain-like alpha+beta fold and identifies a substrate-binding cleft featuring several highly conserved residues.,24443528:Prc deficiency may alter bacterial morphology by impairing control of Spr activity at high salinity.,32866331:Cell division is antagonized by the activity of peptidoglycan endopeptidases that promote cell elongation.,	GO:0000270~peptidoglycan metabolic process,GO:0006508~proteolysis,GO:0009254~peptidoglycan turnover,GO:0045227~capsule polysaccharide biosynthetic process,GO:0071555~cell wall organization,	GO:0009279~cell outer membrane,GO:0016020~membrane,	GO:0004175~endopeptidase activity,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0008234~cysteine-type peptidase activity,GO:0016787~hydrolase activity,	Cell wall/membrane/envelope biogenesis [M]
1.94435890926329	K8943_RS08300	cds-K8943_RS08300	L-lactate permease	860.0	1.94435890926329	specific		specific			[C] L-lactate permease    						12.1952581056414	0.766070101342583	2.53809528117034	0.0111457634851518	0.0421988096229113			1765362.0	COG1620	1765108	1765617	-										Energy production and conversion [C]
1.94794350312953	K8943_RS16400	opgB	phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	1670.0	1.94794350312953	specific		specific			[M] Phosphoglycerol transferase and related proteins, alkaline						21.9692330544446	0.560661773822613	3.47436474908638	0.0005120644402231	0.0027823948570098	b4359	0.989	3453338.0	COG1368	3452192	3454483	-	IPR000917:Sulfatase,IPR017850:Alkaline-phosphatase-like, core domain,IPR020881:Phosphoglycerol transferase I,			KW-0808~Transferase,	2985566,6094515,6272307,6296144,6330111,7610040,9278503,10779706,12798996,15919996,16397293,16738553,18227251,		GO:0006490~oligosaccharide-lipid intermediate biosynthetic process,GO:0009250~glucan biosynthetic process,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0042597~periplasmic space,	GO:0004065~arylsulfatase activity,GO:0008960~phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity,	Cell wall/membrane/envelope biogenesis [M]
1.94804263368221	K8943_RS21370	rmf	ribosome modulation factor	2207.0	1.94804263368221	similar	0.9999325906462292	similar	0.2233307631511201		[J] Ribosome modulation factor   						1078.91418734768	0.184210009474153	10.5751182535797	3.88686850728744e-26	9.70652231340412e-25	b0953	1.0	4510182.0	COG3130	4510098	4510265	+	IPR007040:Ribosome modulation factor,IPR023200:Ribosome modulation factor-like domain,	KW-0346~Stress response,KW-0810~Translation regulation,		KW-0694~RNA-binding,KW-0699~rRNA-binding,	2181444,2832401,7642535,7677746,8440252,8905232,9278503,10947847,11532026,12437978,12473202,15066119,15278243,15743942,15831252,15884656,16088400,16397293,16636463,16738553,17185553,17277072,17890398,18174192,19170772,19749044,19767843,22605777,23475967,24561554,30177741,32007277,	19170772:Ribosomes change into forms which are hard to bind with IF3 and easy to form 100S ribosomes by RMF and HPF concomitantly with transition from the log phase to the stationary phase.,19749044:Data showed that FtsY depletion inhibits the translation of both SRP-dependent and independent proteins. This synthesis defect is the result of a multifaceted response that includes the upregulation of the ribosome-inactivating protein RMF.,2181444:N-terminus verified by Edman degradation on complete protein,22605777:crystal structure of Thermus thermophilus 70S ribosome in complex with stationary-phase factors RMF, HPF and YfiA; binding site of RMF overlaps with that of mRNA Shine-Dalgarno sequence, which prevents interaction between the mRNA and the 16S ribosomal RNA,23475967:Data propose that CRP regulates transcription activation of the rmf gene for formation of 100S ribosome dimers.,	GO:0006417~regulation of translation,GO:0022611~dormancy process,GO:0032055~negative regulation of translation in response to stress,	GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0019843~rRNA binding,GO:0043022~ribosome binding,GO:0043024~ribosomal small subunit binding,	Translation, ribosomal structure and biogenesis [J]
1.95327931766757	K8943_RS13905	cds-WP_000105536.1	hypothetical protein	1399.0	1.95327931766757	specific		specific									13.7316886702311	0.73155795183971	2.67002677334789	0.00758451990307	0.0303214468931945			2919536.0		2918974	2920098	-										
1.95476211066047	K8943_RS15720	yjgR	DUF853 domain-containing protein	1588.0	1.95476211066047	specific		similar	0.6647272450149599		[R] Predicted ATPase    						43.595818364089	0.417677798292488	4.6800718607782	2.86774382824284e-06	2.21052727225653e-05	b4263	0.957	3318470.0	COG0433	3317719	3319221	-	IPR027417:P-loop containing nucleoside triphosphate hydrolase,				7610040,9278503,11574054,16397293,16606699,16738553,17366475,					General function prediction only [R]
1.95909408886998	K8943_RS19315	ybaT	APC family permease	1995.0	1.95909408886998	specific		similar	1.039926435901579		[E] Amino acid transporters   						12.4887856184668	0.77454159096539	2.52935944527931	0.011427093277048	0.043084986647484	b0486	0.976	4072585.0	COG0531	4071939	4073231	+	IPR002293:Amino acid/polyamine transporter I,	KW-0029~Amino-acid transport,KW-0813~Transport,			9278503,12426343,12480890,12730179,15919996,15987891,16120447,16397293,16738553,16753059,28611214,		GO:0006865~amino acid transport,GO:0009268~response to pH,GO:0055085~transmembrane transport,GO:1990169~stress response to copper ion,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	Amino acid transport and metabolism [E]
1.96223293670101	K8943_RS11145	ggt	gamma-glutamyltransferase	1114.0	1.96223293670101	specific		specific		eco00430:Taurine and hypotaurine metabolism,eco00460:Cyanoamino acid metabolism,eco00480:Glutathione metabolism,eco01100:Metabolic pathways,	[E] Gamma-glutamyltransferase     						55.8072561487868	0.386663270562579	5.07478492551423	3.87934535362946e-07	3.31243399515996e-06	b3447	0.944	2333058.0	COG0405	2332192	2333925	-	IPR000101:Gamma-glutamyltranspeptidase,	KW-0317~Glutathione biosynthesis,		KW-0012~Acyltransferase,KW-0378~Hydrolase,KW-0645~Protease,KW-0808~Transferase,	1360205,1981661,2570061,2571648,2877974,2877975,2887543,2892489,7477383,7903400,8041620,8104180,8537328,8720138,8864839,9028034,9278503,10869181,11552267,11703177,11782200,12207027,12418234,12876315,14602592,15174130,15466585,16381862,16397293,16618936,16738553,17135273,17187058,17260973,17970276,18036555,18390671,18483700,18555071,18720502,19788059,22791224,	16618936:crystal structure,17260973:In contrast to the human GGT1, the E. coli enzyme was a nonselective enzyme that accommodated substrates without specifically recognizing the C-terminal carboxy group of the Cys-Gly moiety,18555071:Data describe the crystal structures of Escherichia coli gamma-glutamyltranspeptidase in complex with azaserine and acivicin, and suggest a novel method for inhibition by glutamine antagonists.,19788059:the Ser463 residue contributes to the enzymatic and autoprocessing activities of Escherichia coli gamma-glutamyltranspeptidase,22791224:beta-N-(gamma-L(+)-glutamyl)phenylhydrazine was prepared from L-glutamine and phenylhydrazine through a transpeptidation reaction of Escherichia coli gamma-glutamyltranspeptidase (although phenylhydrazine has been reported to be an inhibitor of the enzyme).,2570061:N-terminus verified by Edman degradation on mature peptide,	GO:0006508~proteolysis,GO:0006749~glutathione metabolic process,GO:0006750~glutathione biosynthetic process,GO:0006751~glutathione catabolic process,GO:0043102~amino acid salvage,GO:0097264~self proteolysis,	GO:0030288~outer membrane-bounded periplasmic space,GO:0042597~periplasmic space,	GO:0008233~peptidase activity,GO:0016740~transferase activity,GO:0016746~transferase activity, transferring acyl groups,GO:0016787~hydrolase activity,GO:0034722~gamma-glutamyl-peptidase activity,GO:0036374~glutathione hydrolase activity,	Amino acid transport and metabolism [E]
1.43703974673671	K8943_RS20935	potI	putrescine ABC transporter permease PotI	2162.0	2.01104458608189	specific		specific		eco02010:ABC transporters,	[E] ABC-type spermidine/putrescine transport system, permease component	ASMO_smoH	31.646	ABC transporter, membrane spanning protein (sugar)	AAK90106.2	Agrobacterium fabrum str. C58	62.1146306469759	0.339118911680132	4.2375688799455	2.25953111344581e-05	0.0001531273315915	b0857	0.969	4402482.0	COG1177	4402059	4402904	+	IPR000515:Binding-protein-dependent transport systems inner membrane component,	KW-0813~Transport,			8416922,8721347,8789466,8905232,9278503,9651355,11421274,15919996,16120447,16381841,16397293,16738553,		GO:0015847~putrescine transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0043190~ATP-binding cassette (ABC) transporter complex,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,		Amino acid transport and metabolism [E]
1.91137885187125	K8943_RS20925	potG	putrescine ABC transporter ATP-binding subunit PotG	2162.0	2.01104458608189	specific		specific		eco02010:ABC transporters,	[E] ABC-type spermidine/putrescine transport systems, ATPase components	ASMO_smoE	40.343	ABC transporter, nucleotide binding/ATPase protein	AAK90109.2	Agrobacterium fabrum str. C58	87.0310898171592	0.29954475795571	6.38094575553835	1.75997645775861e-10	2.0052731765587204e-09	b0855	0.961	4400542.0	COG3842	4399975	4401108	+	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR005893:Spermidine/putrescine ABC transporter, ATP-binding subunit,IPR008995:Molybdate/tungstate binding, C-terminal,IPR013611:Transport-associated OB, type 2,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0813~Transport,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-1278~Translocase,	8416922,8721347,8789466,8905232,9278503,9593292,9651355,11421274,16381841,16397293,16738553,24561554,		GO:0015846~polyamine transport,GO:0015847~putrescine transport,GO:0055085~transmembrane transport,GO:1902047~polyamine transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0032991~macromolecular complex,GO:0043190~ATP-binding cassette (ABC) transporter complex,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0015417~polyamine-transporting ATPase activity,GO:0015594~putrescine-importing ATPase activity,GO:0016887~ATPase activity,GO:0022857~transmembrane transporter activity,	Amino acid transport and metabolism [E]
