log2FoldChange	locus_tag	geneID	product	Operon	max_L2FC_per_operon	L2FC_SQvsLac	L2FC_SQvsLac_AbsDiff	L2FC_NissleVsK12	L2FC_NissleVsK12_AbsDiff	KEGG_PATHWAY	Function_COG	baseMean	lfcSE	stat	pvalue	padj	locus_tag_k12	midpoint	COGgene	PosLeft	postRight	Strand	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	PUBMED_ID	GENERIF_SUMMARY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	Category_COG
1.75905763926778	b3542	dppC	dipeptide ABC transporter membrane subunit DppC	1915.0	2.40234965326911	specific		similar	0.3012690755180098	eco02010:ABC transporters,	[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	61.6092721362358	0.366355982946012	4.80149832718031	1.57482824868521e-06	1.3407791885215e-05	b3542	3704310.0	COG1173	3703859.0	3704761.0	-	IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR025966:Oligopeptide transport permease C-like, N-terminal domain,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			368023,1478454,1702779,1956284,3520334,4126826,6389518,6389761,7536291,8041620,8444807,8496961,8527431,8563629,8789466,9278503,10537211,10972807,11147841,11513805,11683869,12654735,14342337,15176868,15919996,16120447,16397293,16738553,16905647,17122063,21873635,		GO:0015031~protein transport,GO:0015833~peptide transport,GO:0035351~heme transmembrane transport,GO:0035442~dipeptide transmembrane transport,GO:0042938~dipeptide transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0071916~dipeptide transmembrane transporter activity,	Amino acid transport and metabolism [E]
1.07188797051594	b3540	dppF	dipeptide ABC transporter ATP binding subunit DppF	1915.0	2.40234965326911	specific		similar	0.1232900504251199	eco02010:ABC transporters,	[E] ABC-type oligopeptide transport system, ATPase component	57.8664719328127	0.36622751488551	2.92683626147268	0.0034242910910973	0.0140528164351026	b3540	3702366.0	COG4608	3701864.0	3702868.0	-	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-1278~Translocase,	368023,1478454,1702779,1956284,4126826,6389518,6389761,7536291,8041620,8444807,8496961,8527431,8563629,8789466,9278503,9593292,10537211,10972807,11147841,11513805,11683869,12654735,14342337,15176868,16139413,16397293,16738553,16905647,17122063,19564607,24561554,27718375,		GO:0009314~response to radiation,GO:0015031~protein transport,GO:0015833~peptide transport,GO:0035351~heme transmembrane transport,GO:0035442~dipeptide transmembrane transport,GO:0042938~dipeptide transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0015232~heme transporter activity,GO:0016887~ATPase activity,GO:0071916~dipeptide transmembrane transporter activity,	Amino acid transport and metabolism [E]
2.18302268190061	b3543	dppB	dipeptide ABC transporter membrane subunit DppB	1915.0	2.40234965326911	specific		similar	0.55669464366996	eco02010:ABC transporters,	[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	91.2046221037762	0.326941115295797	6.67711272693721	2.4369550483005495e-11	3.61180609003378e-10	b3543	3705280.0	COG0601	3704771.0	3705790.0	-	IPR000515:Binding-protein-dependent transport systems inner membrane component,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			368023,1478454,1702779,1956284,4126826,6389518,6389761,7536291,8041620,8444807,8496961,8527431,8563629,8789466,9278503,10537211,10972807,11147841,11513805,11683869,12654735,14342337,15176868,15919996,16120447,16397293,16738553,16905647,17122063,17309111,21873635,24561554,		GO:0015031~protein transport,GO:0015833~peptide transport,GO:0035351~heme transmembrane transport,GO:0035442~dipeptide transmembrane transport,GO:0042938~dipeptide transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0071916~dipeptide transmembrane transporter activity,	Amino acid transport and metabolism [E]
2.40716163044324	b0307	ykgF	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	157.0	2.40716163044324	specific		specific			[C] Uncharacterized conserved protein containing a ferredoxin-like	9.49487859725006	0.917162142914482	2.62457587138732	0.0086756961152452	0.0303501650705855	b0307	323052.0	COG1139	322338.0	323765.0	+	IPR003741:Domain of unknown function DUF162,IPR004452:4Fe-4S binding protein,IPR009051:Alpha-helical ferredoxin,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,IPR024185:5-formyltetrahydrofolate cyclo-ligase-like domain,IPR024569:4Fe-4S binding protein, C-terminal,	KW-0249~Electron transport,KW-0813~Transport,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,		9278503,11574054,15852340,16397293,16738553,19201793,		GO:0019516~lactate oxidation,		GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Energy production and conversion [C]
2.41144541342591	b1953	yodD	stress-induced protein	1106.0	2.41144541342591	specific		specific				199.522325001651	0.29234520788282	8.24862302648889	1.60230010098528e-16	3.4057164905080307e-15	b1953	2025100.0		2024986.0	2025213.0	+	IPR019669:Uncharacterised bacterial stress protein YodD,				9278503,16397293,16738553,19919618,24561554,		GO:0044011~single-species biofilm formation on inanimate substrate,GO:0070301~cellular response to hydrogen peroxide,GO:0071468~cellular response to acidic pH,			
2.41205164363433	b4305	sgcX	putative endoglucanase with Zn-dependent exopeptidase domain	2327.0	2.41205164363433	specific		specific			[G] Cellulase M and related proteins 	10.8051403040385	0.875564652120365	2.75485269739137	0.0058718564767781	0.0219624534726093	b4305	4531090.0	COG1363	4530530.0	4531651.0	-	IPR008007:Peptidase M42,IPR023367:Peptidase M42, domain 2,		KW-0479~Metal-binding,	KW-0031~Aminopeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	7610040,9278503,16381862,16397293,16738553,		GO:0006508~proteolysis,		GO:0004177~aminopeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	Carbohydrate transport and metabolism [G]
2.31084089742028	b4304	sgcC	putative PTS enzyme IIC component SgcC	2327.0	2.41205164363433	specific		specific		eco00052:Galactose metabolism,eco01100:Metabolic pathways,eco02060:Phosphotransferase system (PTS),	[G] Phosphotransferase system, galactitol-specific IIC component 	15.76863154946	0.773328415154147	2.98817533681297	0.0028064849815613	0.0118002547246549	b4304	4529586.0	COG3775	4528930.0	4530243.0	-	IPR004703:Phosphotransferase system, sugar-specific permease component,IPR013014:Phosphotransferase system, EIIC component, type 2,IPR013853:Galactitol permease IIC component,	KW-0598~Phosphotransferase system,KW-0762~Sugar transport,KW-0813~Transport,			1100608,7610040,8019415,8246840,9274005,9278503,15919996,16397293,16738553,21873635,		GO:0008643~carbohydrate transport,GO:0009401~phosphoenolpyruvate-dependent sugar phosphotransferase system,GO:0015795~sorbitol transport,GO:0015796~galactitol transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:1902495~transmembrane transporter complex,	GO:0015577~galactitol transmembrane transporter activity,	Carbohydrate transport and metabolism [G]
2.41435020726232	b0598	cstA	pyruvate transporter CstA	331.0	2.41435020726232	specific		similar	0.6016606165852298		[T] Carbon starvation protein, predicted membrane protein	333.53178393107	0.205508134538514	11.7481977668862	7.21410289741494e-32	3.4205946353589e-30	b0598	630946.0	COG1966	629894.0	631999.0	+	IPR003706:Carbon starvation protein CstA,IPR025299:CstA C-terminal domain,	KW-0346~Stress response,KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			1848300,1848301,2014002,2163388,2521622,3536847,9278503,12867454,12930738,15919996,16120447,16381841,16397293,16738553,17224607,17309111,19144914,21873635,33260635,		GO:0006849~plasma membrane pyruvate transport,GO:0009267~cellular response to starvation,GO:0015031~protein transport,GO:0015833~peptide transport,GO:0031669~cellular response to nutrient levels,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,	GO:0005477~pyruvate secondary active transmembrane transporter activity,	Signal transduction mechanisms [T]
2.42911996991064	b1955	yedP	putative mannosyl-3-phosphoglycerate phosphatase	1107.0	2.42911996991064	specific		specific		eco00051:Fructose and mannose metabolism,eco01100:Metabolic pathways,	[R] Predicted hydrolase (HAD superfamily)  	160.591594311268	0.255036914107673	9.52458187635185	1.6570764066001801e-21	5.0565440446948e-20	b1955	2025918.0	COG3769	2025511.0	2026326.0	+	IPR006379:HAD-superfamily hydrolase, subfamily IIB,IPR006381:HAD-superfamily hydrolase, superfamily IIB, YedP,IPR012815:Mannosyl-3-phosphoglycerate phosphatase-related,IPR023214:HAD-like domain,		KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0378~Hydrolase,	9278503,11574054,16397293,16606699,16738553,16990279,19933366,21873635,		GO:0051479~mannosylglycerate biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0000287~magnesium ion binding,GO:0016787~hydrolase activity,GO:0016791~phosphatase activity,GO:0046872~metal ion binding,GO:0050531~mannosyl-3-phosphoglycerate phosphatase activity,	General function prediction only [R]
2.43063095629121	b2647	ypjA	adhesin-like autotransporter YpjA	1471.0	2.43063095629121	specific		specific			[MU] Type V secretory pathway, adhesin AidA	93.2296183088381	0.335855564796998	7.23713170499456	4.58273077435828e-13	8.02498650373421e-12	b2647	2780436.0	COG3468	2778146.0	2782726.0	-	IPR003991:Pertactin virulence factor family,IPR004899:Pertactin, central region,IPR005546:Autotransporter beta-domain,IPR006315:Outer membrane autotransporter barrel,IPR011050:Pectin lyase fold/virulence factor,IPR012332:P22 tailspike C-terminal domain-like,				9278503,11574054,15215418,15659678,16397293,16738553,16855227,			GO:0009279~cell outer membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0019867~outer membrane,		Cell wall/membrane/envelope biogenesis [M]
1.29891284205216	b3564	xylB	xylulokinase	1934.0	2.47359717453029	specific		specific		eco00040:Pentose and glucuronate interconversions,eco01100:Metabolic pathways,	[G] Sugar (pentulose and hexulose) kinases 	31.7473186784664	0.472362433834741	2.74982248589774	0.0059627557293993	0.0222215394897323	b3564	3728644.0	COG1070	3727917.0	3729371.0	-	IPR006000:Xylulokinase,IPR018483:Carbohydrate kinase, FGGY, conserved site,IPR018484:Carbohydrate kinase, FGGY, N-terminal,IPR018485:Carbohydrate kinase, FGGY, C-terminal,	KW-0119~Carbohydrate metabolism,KW-0859~Xylose metabolism,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0021~Allosteric enzyme,KW-0418~Kinase,KW-0808~Transferase,	6282416,6320721,6325179,6330500,8041620,8581399,9278503,9371449,11168365,14597191,16397293,16606699,16738553,17123542,17698812,		GO:0005975~carbohydrate metabolic process,GO:0005997~xylulose metabolic process,GO:0005998~xylulose catabolic process,GO:0008152~metabolic process,GO:0016310~phosphorylation,GO:0042732~D-xylose metabolic process,GO:0042843~D-xylose catabolic process,GO:0046835~carbohydrate phosphorylation,		GO:0000166~nucleotide binding,GO:0003824~catalytic activity,GO:0004856~xylulokinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0016773~phosphotransferase activity, alcohol group as acceptor,GO:0042803~protein homodimerization activity,GO:0103020~1-deoxy-D-xylulose kinase activity,	Carbohydrate transport and metabolism [G]
2.47359717453029	b3565	xylA	xylose isomerase	1934.0	2.47359717453029	specific		similar	0.74293385951816	eco00040:Pentose and glucuronate interconversions,eco00051:Fructose and mannose metabolism,eco01100:Metabolic pathways,	[G] Xylose isomerase    	26.9981552953521	0.547398101504902	4.51882673273784	6.21832557834937e-06	4.8396160183012e-05	b3565	3730104.0	COG2115	3729443.0	3730765.0	-	IPR001998:Xylose isomerase,IPR013452:Xylose isomerase, bacterial-type,	KW-0119~Carbohydrate metabolism,KW-0859~Xylose metabolism,	KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0413~Isomerase,	1409543,2132127,2405386,6229530,6282416,6320721,6325179,6327696,6330500,6344793,8041620,8581399,9278503,9371449,11435407,12368244,12627170,12853150,15752361,16397293,16738553,19235507,21873635,		GO:0005975~carbohydrate metabolic process,GO:0042732~D-xylose metabolic process,GO:0042843~D-xylose catabolic process,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0009045~xylose isomerase activity,GO:0016853~isomerase activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,	Carbohydrate transport and metabolism [G]
2.47689463261047	b3128	garD	GarD	1715.0	2.47689463261047	specific		specific		eco00053:Ascorbate and aldarate metabolism,eco01100:Metabolic pathways,	[G] Altronate dehydratase    	14.8331752575714	0.739537232120106	3.34924940223727	0.0008103081991672	0.0040021953042201	b3128	3276068.0	COG2721	3275282.0	3276853.0	+	IPR007392:D-galactarate dehydratase/Altronate hydrolase, C-terminal,IPR013974:SAF domain,IPR017654:Galactarate dehydratase,		KW-0408~Iron,KW-0479~Metal-binding,	KW-0456~Lyase,	2407727,4285952,9278503,9772162,10762278,16397293,16738553,21873635,24561554,31811683,		GO:0019698~D-galacturonate catabolic process,GO:0046392~galactarate catabolic process,		GO:0008198~ferrous iron binding,GO:0008867~galactarate dehydratase activity,GO:0016829~lyase activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,	Carbohydrate transport and metabolism [G]
2.48199505663597	b1536	ydeI	BOF family protein YdeI	858.0	2.48199505663597	specific		specific			[S] Uncharacterized conserved protein   	79.2234776163477	0.337097953323009	7.36283039445722	1.80051079573787e-13	3.22626411189774e-12	b1536	1624301.0	COG3111	1624105.0	1624497.0	-	IPR005220:Viral OB-fold, YgiW,IPR016052:Bacteriophage 933W, L0136,				8383113,9097039,9278503,11574054,15178340,15361881,15470461,16397293,16738553,19919618,		GO:0044011~single-species biofilm formation on inanimate substrate,GO:0070301~cellular response to hydrogen peroxide,			Function unknown [S]
2.50672445125348	b2168	fruK	1-phosphofructokinase	1221.0	2.50672445125348	similar	0.73319685598682	opposite	5.3830291236949	eco00051:Fructose and mannose metabolism,eco01100:Metabolic pathways,eco02060:Phosphotransferase system (PTS),	[G] Fructose-1-phosphate kinase and related fructose-6-phosphate kinase	104.502178850719	0.364066144350702	6.88535446141009	5.7643820774144e-12	9.13160572816996e-11	b2168	2261896.0	COG1105	2261427.0	2262365.0	-	IPR002173:Carbohydrate/puine kinase, PfkB, conserved site,IPR011611:Carbohydrate kinase PfkB,IPR017583:Tagatose/fructose phosphokinase,IPR022463:Fructose 1-phosphate kinase,		KW-0067~ATP-binding,KW-0460~Magnesium,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,	1981619,3528748,4579702,6314091,6392823,7721070,8013873,8382990,8606162,9097040,9278503,10833389,11361065,14527658,14727089,16397293,16738553,16820464,21873635,		GO:0005975~carbohydrate metabolic process,GO:0006001~fructose catabolic process,GO:0016310~phosphorylation,GO:0046835~carbohydrate phosphorylation,	GO:0005829~cytosol,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0008443~phosphofructokinase activity,GO:0008662~1-phosphofructokinase activity,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0016772~transferase activity, transferring phosphorus-containing groups,GO:0016773~phosphotransferase activity, alcohol group as acceptor,	Carbohydrate transport and metabolism [G]
2.3717480326982	b2169	fruB	fructose-specific PTS multiphosphoryl transfer protein FruB	1221.0	2.50672445125348	similar	1.5778510310890703	opposite	5.51542003679385	eco02060:Phosphotransferase system (PTS),	[G] Mannitol/fructose-specific phosphotransferase system, IIA domain 	167.593491126865	0.326426446582752	7.2657961924569	3.70847372218534e-13	6.568687363089199e-12	b2169	2262930.0	COG4668	2262365.0	2263495.0	-	IPR000032:Phosphotransferase system, phosphocarrier HPr protein-like,IPR001020:Phosphotransferase system, HPr histidine phosphorylation site,IPR002114:Phosphotransferase system, HPr serine phosphorylation site,IPR002178:Phosphotransferase system, phosphoenolpyruvate-dependent sugar EIIA 2,IPR016152:Phosphotransferase/anion transporter,	KW-0598~Phosphotransferase system,KW-0762~Sugar transport,KW-0813~Transport,		KW-0418~Kinase,KW-0808~Transferase,	1981619,2203752,2546043,3076173,3510127,3528748,7006754,7721070,8013873,8230205,8246840,8626640,9097040,9278503,10369677,11361065,12368244,12627170,15748988,15911532,16115199,16381841,16397293,16417522,16738553,17366475,21873635,24561554,31751341,		GO:0008643~carbohydrate transport,GO:0009401~phosphoenolpyruvate-dependent sugar phosphotransferase system,GO:0016310~phosphorylation,GO:0032445~fructose import,GO:1990539~fructose import across plasma membrane,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0019897~extrinsic component of plasma membrane,GO:1902495~transmembrane transporter complex,	GO:0005515~protein binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0022877~protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,GO:0090563~protein-phosphocysteine-sugar phosphotransferase activity,	Carbohydrate transport and metabolism [G]
